ADOPT,Adoption_1,Adoption_2,Adoption_3,AFFECT,Affect_1,Affect_2,Affect_3,Affect_4,Affect_5,Affect_6,AGE,AROUSAL,Arousal_1,Arousal_2,Arousal_3,Arousal_4,Arousal_5,Arousal_6,ATTITUDE,Attitude_1,Attitude_2,Attitude_3,Attitude_4,Browser,BrowserCode_Safari,BrowserCode_SafariIphone,BrowserVersion,Clicks_High,Clicks_Low,comm1,comm2,comm3,comm4,comm5,comm6,COMMENTBOX,COMMUNCATION,control1,control2,control3,control4,control5,CONTROL,COURSES,DOMINANCE,Dominance_1,Dominance_2,Dominance_3,Dominance_4,Dominance_5,Dominance_6,DURATION_BOOK,DURATION_SURVEY,EASE,Ease_1,Ease_2,Ease_3,Ease_4,education,efficacy1,efficacy2,efficacy3,EFFICACY,EndDate,FlashVersion,Hours_Dig,Hours_Int,Hours_Read,Income,INT_MANIP,INTLEVEL,involve1,involve2,involve3,involve4,INVOLVEMENT,IPAD,iPAD_D,IPAddress,Java,KINDLE,Kindle_D,know1,know2,Native,num_books,OperatingSystem,PERCINT,PLEASURE,Pleasure_1,Pleasure_2,Pleasure_3,Pleasure_4,Pleasure_5,Pleasure_6,PRIOR_KNOW,PU_PRINT,pup1,pup2,pup3,QualtricsID,RAttitude_1,RAttitude_2,RAttitude_3,RAttitude_4,READATTITUDE,Resolution,RISK,Risk_1,Risk_2,Risk_3,Risk_4,SEX,StartDate,StudyID,SurveyLength,SYNCH,Synchronic1,Synchronic2,Synchronic3,Synchronic4,Synchronic5,Think_Book,Think_Stud,TimeFirst_High,TimeFirst_Low,TimeLast_High,TimeLast_Low,TimeSubmit_High,TimeSubmit_Low,USEFUL,Usefulness_1,Usefulness_2,Usefulness_3,Usefulness_4,UserAgent,VIVID,Vividness_1,Vividness_2,Vividness_3,year_born,DigitalNative,INVOLVEMENT_Involvement_binned,PERCINT_Involvement_binned,READATTITUDE_Involvement_binned,RISK_Involvement_binned,INVOLVEMENT_bin,PERCINT_bin,READATTITUDE_bin,RISK_bin
6.33333333333333,6,6,7,5.5,6,5,6,5,6,5,32,5.16666666666667,6,6,5,4,4,6,6.75,7,7,6,7,MSIE,0,0,9,2, ,3,2,4,3,3,3,2,3,5,6,4,5,6,5.2,4,6.33333333333333,6,7,7,4,7,7,160.306,.38666666,6,6,7,5,6,3,7,7,7,7,11/30/2011,11.1.102.55,.5,10,2,1,7,1,6,7,6,7,6.5,0,0,166.128.143.192,1,0,0,4,5,1,2,Windows NT 6.0,-.813220289777778,5.5,5,5,5,6,6,6,4.5,5.66666666666667,6,5,6,R_cFHwIMFJjSb4oyU,7,7,6,7,6.75,1024x768,1,1,1,1,1,1,11/30/2011,152,0:23:11,5,4,6,4,4,7,"i felt it rambled on, I feel I would have had a better understand on what was going on if at the first page it suggested summery of fallowing pages cause the remaining pages were just a break down of the the first",na,3.693, ,163.997, ,163.999, ,6.25,7,7,5,6,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET4.0C; .NET CLR 3.0.30729; AskTbFWV5/5.11.3.15590; InfoPath.2),6.33333333333333,6,6,7,1979,0,2,1,2,1,2,1,2,1
3,3,3,3,4.66666666666667,6,4,5,5,5,3,53,4.5,6,6,3,2,5,5,5,5,5,5,5,MSIE,0,0,7,2, ,4,4,4,5,3,4,2,4,5,5,6,5,4,5,0,4.33333333333333,4,4,5,5,4,4,162.755,.2875,3.75,3,4,4,4,3,6,6,6,6,11/29/2011,11.0.1.152,2,14,7,1,4,1,5,7,4,5,5.25,0,0,205.188.117.6,1,0,0,4,4,1,2,AOL 9.0,-.313220289777778,4.66666666666667,5,5,5,4,5,4,4,6,6,6,6,R_bpEkIDeNtbkPhQ0,7,7,7,7,7,1400x1050,2,2,2,2,2,1,11/29/2011,142,0:17:14,4.6,4,5,5,5,4,"It was very interesting, but I would not pay for it",interesting,9.423, ,172.178, ,172.178, ,6,6,6,6,6,Mozilla/4.0 (compatible; MSIE 7.0; AOL 9.0; Windows NT 5.1; Trident/4.0; GTB7.2; .NET CLR 2.0.50727; yie8),5,5,5,5,1958,0,2,1,2,1,2,1,2,1
5.33333333333333,7,5,4,5.66666666666667,6,6,6,6,6,4,58,4,5,5,2,2,5,5,5.75,5,6,6,6,MSIE,0,0,8,2, ,6,1,5,3,6,4,2,4.2,6,6,2,6,3,4.6,12,4,4,4,4,4,4,4,163.547,.18611111,6,5,6,6,7,3,6,6,6,6,11/29/2011,11.1.102.55,3,10,4,2,6,1,5,6,5,5,5.25,0,0,50.133.20.65,1,0,0,1,1,1,1,Windows NT 5.1,-.452109178666667,5.5,6,6,6,6,4,5,1,6,6,6,6,R_9N39XFLOTtixQws,7,6,5,5,5.75,1024x768,1,1,1,1,1,1,11/29/2011,140,0:11:10,4.4,3,4,4,5,6,pictures and info,no,5.422, ,168.969, ,168.969, ,4.5,4,5,4,5,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; AntivirXP08; GTB7.2; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),6.66666666666667,7,7,6,1953,0,2,1,2,1,2,1,2,1
7,7,7,7,7,7,7,7,7,7,7,61,4,1,4,4,4,7,4,7,7,7,7,7,Firefox,0,0,8,2, ,1,1,7,1,1,4,2,2.2,4,7,7,4,4,5.2,120,2,4,1,1,1,4,1,183.163,.21472222,7,7,7,7,7,4,7,7,7,7,12/6/2011,11.1.102,10,11,21,3,4,1,7,7,7,7,7,0,0,173.218.231.211,1,1,1,4,4,1,24,WOW64,-.479886956444445,7,7,7,7,7,7,7,4,7,7,7,7,R_cFIgLrRUQelcz4M,7,7,7,7,7,1280x1024,1,1,1,1,1,1,12/6/2011,297,0:12:53,6.4,4,7,7,7,7,EXCELLENT FOR TRAVELING AND QUICK READING...,VERY INTERESTING,3.875, ,187.025, ,187.038, ,6.25,6,6,6,7,Mozilla/5.0 (Windows NT 6.0; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0,6,7,4,7,1950,0,2,1,2,1,2,1,2,1
5,5,5,5,4.66666666666667,5,4,5,5,5,4,52,4.83333333333333,5,5,4,4,7,4,6,6,6,6,6,Firefox,0,0,8, ,2,3,2,2,3,3,2, ,2.6,5,5,5,6,3,4.8,18,4.66666666666667,5,5,5,4,4,5,184.363,.25722224,6.25,7,6,6,6,3,3,7,7,5.66666666666667,11/29/2011,11.0.1,3,10,5,1,4,0,6,6,3,5,5,1,1,66.26.91.207,1,0,0,7,4,1,2,rv:8.0,-.785442512,6,6,6,6,6,6,6,5.5,4.33333333333333,5,5,3,R_7TVMTTcObxsdWJu,6,6,6,6,6,1280x720,2.75,3,3,3,2,1,11/29/2011,396,0:15:26,5.4,6,4,5,6,6,Digital books are okay but I prefer hardcover, , ,4.672, ,189.032, ,189.035,5.25,5,5,6,5,Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0,7,7,7,7,1959,0,2,1,2,1,2,1,2,1
2.33333333333333,1,3,3,3,6,3,3,2,2,2,32,3.5,4,3,3,3,4,4,5,5,5,4,6,Chrome,0,0,15.0.874.121, ,3,3,3,2,3,1,2, ,2.4,7,7,7,4,7,6.4,30,3.33333333333333,6,3,4,3,3,1,196.249,.32944444,3.25,2,7,2,2,4,2,7,3,4,12/2/2011,11.1.102,3,20,10,6,1,0,6,7,7,7,6.75,0,0,128.104.153.129,1,0,0,1,1,1,6,WOW64,-.479886956444445,5.33333333333333,7,6,5,2,7,5,1,6,7,5,6,R_9KwChKVavzIMSqw,7,7,7,7,7,1440x900,2.75,5,2,2,2,1,12/2/2011,564,0:19:46,5,5,5,5,5,5,I do not like to read on a computer screen so reading a digital book is not something I am into yet.  This digital book did not give me the information I was expecting under the different sections.,"You should explain that the book is supposed to be interactive, I did not experience any kind of interactiveness while reading the book.  Also the scenarios made it seem like i was supposed to just skim the book not actually read the book and be able to evaluate the content of the book as a lot of the questions asked me to comment on.", ,1.263, ,197.511, ,197.512,3.25,5,2,3,3,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",4.66666666666667,5,5,4,1979,0,2,1,2,1,2,1,2,1
6,4,7,7,6,7,7,7,7,7,1,51,6,5,6,7,7,7,4,6.75,6,7,7,7,MSIE,0,0,9, ,2,4,2,5,7,3,4, ,4.2,2,5,3,7,4,4.2,1,2,1,1,4,1,4,1,204.205,.67722225,6.5,7,6,6,7,3,7,7,7,7,11/28/2011,11.0.1.152,6,20,8,6,6,0,4,7,6,6,5.75,0,0,98.251.175.141,1,0,0,1,4,1,6,Windows NT 6.0,-.535442512,3.66666666666667,6,2,1,4,4,5,2.5,7,7,7,7,R_aVMrhFqnWgSkOKU,7,7,7,7,7,1600x900,1,1,1,1,1,1,11/28/2011,345,0:40:37,5,6,6,2,6,5,"i sometimes read google books. so, i enjoy the challenge of reading a book that i dont have to turn the pages with my hands. its part of our future of digital reading.",i thought it was interesting., ,11.828, ,216.028, ,216.033,6.5,7,5,7,7,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET4.0C; .NET CLR 3.5.30729),4.66666666666667,6,4,4,1960,0,2,1,2,1,2,1,2,1
2,2,2,2,4.33333333333333,5,4,4,5,5,3,53,4.83333333333333,5,4,4,4,6,6,6.75,7,7,6,7,MSIE,0,0,9, ,2,4,2,4,2,2,2, ,2.8,6,6,6,6,3,5.4,13,3.83333333333333,4,3,3,6,4,3,208.701,.76916665,4.5,3,5,6,4,3,7,7,7,7,11/29/2011,11.1.102.55,24,28,24,1,3,0,5,5,4,5,4.75,0,0,72.201.75.36,1,0,0,1,3,1,12,Windows NT 6.1,-1.11877584533333,4.66666666666667,4,6,4,3,6,5,2,6,6,6,6,R_5AaCQZc6lHTuayw,6,7,6,6,6.25,1441x810,1.25,1,1,1,2,0,11/29/2011,412,0:46:08,4,4,4,2,4,6,"I think I would enjoy using digital books, if I had a reader.  I think that the technology would make it easy, enjoyable, and convenient, in that many books could be stored on the device. About the digital book iteself, I think it was layed out adequately, however, it was not readily apparent to me how to access other parts of the book easily.  I've never used an ereader or read a digital book before.  I felt a little lost as to if I wanted to find other information, such as demographics. The book excerpt I read seemed to me to be an advertisement, and came across that way, which may have been fine for its purpose, but could I obtain the same information by accessing a travel info brouchure?  But this answer does include only what I took time to read in about 3 minutes... It didn't, or I didn't find a table of contents.  But that particular excerpt may have addressed an opinion about Australia adequately to answer my inquiring friend. /", I would set up a timer of 3 minutes that rings when the time is up for reading the book.  I stopped twice to check the time!, ,41.761, ,250.46, ,250.462,7,7,7,7,7,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET CLR 1.1.4322; .NET4.0C),4,4,5,3,1958,0,2,1,2,1,2,1,2,1
2,1,1,4,4.5,3,5,4,5,5,5,56,5.5,7,7,4,4,5,6,5,5,5,5,5, ,0,0, ,2, ,2,2,5,2,4,5,2,3,6,6,7,6,5,6,16,3.66666666666667,5,2,6,2,4,3,215.772,.25916666,4.25,3,4,5,5,3,2,5,5,4,11/29/2011, ,2,7,10,5,4,1,5,7,4,5,5.25,0,0,68.5.144.252, ,0,0,4,4,1,4, ,-.479886956444445,5.16666666666667,5,6,5,5,4,6,4,7,7,7,7,R_7UoAg6YKs8G8PrK,7,7,7,7,7, ,2.25,3,2,2,2,1,11/29/2011,76,0:15:32,5.2,5,5,5,5,6,It is okay and allows you to go to other categories at will.  I suppose it is easier to find information than in a paperback book but I don't know that I really enjoy this any better., ,62.032, ,277.801, ,277.804, ,4.75,4,5,5,5, ,6,6,6,6,1955,0,2,1,2,1,2,1,2,1
1,1,1,1,5.33333333333333,6,5,6,5,5,5,53,4.16666666666667,5,5,3,3,5,4,6,6,6,6,6,Firefox,0,0,8,2, ,4,4,4,4,4,4,2,4,5,5,4,4,4,4.4,8,4.33333333333333,5,4,5,4,4,4,232.835,.29055557,5.5,6,6,5,5,3,3,4,3,3.33333333333333,11/28/2011,11.0.1,0,20,2,2,4,1,4,6,4,5,4.75,0,0,97.119.246.43,1,0,0,4,4,1,10,rv:8.0,-.729886956444444,5.5,5,5,6,6,5,6,4,6.33333333333333,7,6,6,R_7PQykd3exJoJNXu,7,7,7,7,7,1024x768,2,2,2,2,2,1,11/28/2011,63,0:17:25,4.4,4,4,5,4,5,"nice pictures, easy to read text",no,7.83, ,240.646, ,240.665, ,4.5,5,5,4,4,Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0,6,6,6,6,1958,0,2,1,2,1,2,1,2,1
6,6,6,6,6.33333333333333,7,6,7,6,6,6,45,5.16666666666667,5,5,5,4,6,6,6,6,6,6,6,MSIE,0,0,7, ,2,2,1,7,4,4,4, ,3.6,5,3,1,2,3,2.8,7,4.66666666666667,4,5,5,5,4,5,276.158,.30055556,5.75,5,6,6,6,3,6,6,6,6,11/29/2011,11.0.1.152,4,40,15,2,6,0,5,5,4,5,4.75,0,0,209.80.152.2,1,0,0,1,2,1,4,Windows NT 5.1,-1.47988695644444,5.33333333333333,6,6,6,6,4,4,1.5,5,5,5,5,R_1HuMOVRR8dORHbS,7,7,7,7,7,1024x768,1,1,1,1,1,1,11/29/2011,420,0:18:02,4.8,4,5,5,4,6,i love them.  I can't wait to get one.,it was different and I like different, ,1.813, ,277.955, ,277.971,5,5,5,5,5,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.2; .NET CLR 2.0.50727; .NET CLR 1.1.4322; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),7,7,7,7,1966,0,2,1,2,1,2,1,2,1
2,1,1,4,5.16666666666667,6,5,5,5,5,5,57,3.83333333333333,5,3,3,4,3,5,5.75,6,5,6,6,MSIE,0,0,9, ,2,1,1,5,2,1,1, ,2,6,7,6,4,4,5.4,60,3.16666666666667,3,3,4,3,4,2,300.406,.46277776,6.5,7,7,5,7,3,5,7,6,6,11/29/2011,11.1.102.55,1.25,21,2,1,1,0,4,6,5,5,5,0,0,71.59.157.115,1,0,0,3,5,1,1,Windows NT 6.1,-.868775845333333,5.5,6,6,4,6,4,7,4,5,6,5,4,R_bxutGe5e1kUPGPW,5,6,6,6,5.75,1366x768,1,1,1,1,1,0,11/29/2011,415,0:27:45,4.4,1,7,5,5,4,It was a short take on places to visit in Australia.  Had a variety of spots and things they have like different animals.,Hope I am a bit helpful to you., ,9.878, ,310.282, ,310.284,4.25,5,2,5,5,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; CPDTDF; .NET4.0C; BRI/1; BRI/2),5.33333333333333,5,5,6,1954,0,2,1,2,1,2,1,2,1
4.33333333333333,4,4,5,5.16666666666667,7,4,5,5,4,6,53,3.83333333333333,3,3,4,4,4,5,5.5,6,6,5,5,MSIE,0,0,7, ,2,3,3,3,3,3,4, ,3,6,5,6,4,5,5.2,2,4,4,3,5,5,4,3,302.975,.49,5,5,4,5,6,3,6,6,5,5.66666666666667,11/29/2011,10.3.183.5,1,63,7,5,3,0,6,7,5,6,6,0,0,207.133.71.245,1,0,0,5,5,1,6,Windows NT 5.1,-.535442512,5.16666666666667,5,5,6,6,4,5,5,7,7,7,7,R_6y7yOJJEfNJeVBa,7,7,6,6,6.5,1280x1024,2,2,2,1,3,1,11/29/2011,385,0:29:23,5,4,5,5,6,5,"I do like digital books.  I think they have great potential to be extremely convenient.  I love to read on vacation, but I hate to drag a suitcase full of books with me.  It is my hope one day to own a kindle or the like so I can take it on vacation with me and have any book at my disposal.",The study was just fine., ,7.186, ,310.145, ,310.161,6.25,6,7,6,6,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; .NET4.0C),6.33333333333333,6,6,7,1958,0,2,1,2,1,2,1,2,1
3.33333333333333,3,3,4,3.33333333333333,5,4,5,2,2,2,65,3.5,4,3,4,4,3,3,5.75,6,5,6,6,Firefox,0,0,7.0.1, ,2,1,1,1,1,2,2, ,1.2,4,2,5,2,1,2.8,8,3.5,3,3,4,4,4,3,305.122,.7675,4.25,5,7,1,4,3,4,4,4,4,11/29/2011,11.1.102,3,7,15,6,1,0,4,7,4,4,4.75,0,0,108.0.255.229,1,0,0,2,2,1,6,WOW64,-2.31322028977778,4,4,4,4,4,4,4,2,6,6,6,6,R_5tGi7prPjpWCnZO,7,7,6,6,6.5,1366x768,1.25,1,1,2,1,1,11/29/2011,453,0:46:02,3.6,1,5,4,4,4,I can't mark a page of interest like I would a paper version. Digital books as advertised seem to be small print compressed to fit the small kindle screen. I prefer full size text  in a book.  I can highlight easily a paper version.   I can bend a corner of a paper version to save my place.  I know nothing about the features of a kindle and I have no intention of buying one.,It was different than other surveys (studies) I have participated in.  I did enjoy doing this one.  I hope you get what you need from this study.  Best of luck in your achievement, ,9.105, ,314.222, ,314.227,5.25,5,6,5,5,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:7.0.1) Gecko/20100101 Firefox/7.0.1,4.66666666666667,5,5,4,1946,0,2,1,2,1,2,1,2,1
4,4,4,4,5.16666666666667,7,6,6,5,5,2,58,4.83333333333333,6,5,4,4,6,4,7,7,7,7,7,Firefox,0,0,8, ,2,1,1,1,1,1,1, ,1,7,7,7,7,7,7,52,4.16666666666667,4,4,5,4,4,4,323.977,.44194445,6,6,6,6,6,4,3,7,6,5.33333333333333,11/29/2011,10.3.181,0,4,3,3,1,0,4,6,5,4,4.75,0,0,99.116.90.130,1,0,0,4,4,1,2,rv:8.0,-.952109178666667,4.5,4,6,4,4,5,4,4,6.33333333333333,7,6,6,R_cHfoNkaUMPiHsRS,7,7,7,7,7,1024x768,1,1,1,1,1,1,11/29/2011,434,0:26:31,4.2,1,4,4,5,7,"Digital books are fine, but I find my eyes get tired faster than reading a traditional book.",None., ,13.636, ,337.606, ,337.613,6.5,7,7,6,6,Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0,6,6,6,6,1953,0,2,1,2,1,2,1,2,1
6.33333333333333,6,6,7,7,7,7,7,7,7,7,63,5.5,7,7,4,4,7,4,7,7,7,7,7,Firefox,0,0,8, ,2,1,1,4,3,1,1, ,2,7,7,7,7,7,7,12,4.66666666666667,4,3,7,3,4,7,354.051,.40833333,7,7,7,7,7,4,7,7,7,7,11/28/2011,11.1.102,10,35,12,1,1,0,4,7,4,7,5.5,0,0,99.148.87.116,1,0,0,1,1,1,3,rv:8.0,-.674331400888889,7,7,7,7,7,7,7,1,7,7,7,7,R_brV2Huv4XbYRNru,7,7,7,7,7,1280x1024,1,1,1,1,1,0,11/28/2011,362,0:24:29,4.4,1,5,3,6,7,"Very interesting, thought provoking, entertaining...",Interesting!, ,6.535, ,360.579, ,360.586,7,7,7,7,7,Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0,7,7,7,7,1948,0,2,1,2,1,2,1,2,1
3.66666666666667,3,3,5,5.16666666666667,7,5,6,4,5,4,50,5.33333333333333,7,5,4,4,6,6,7,7,7,7,7,MSIE,0,0,9, ,2,3,2,3,4,2,2, ,2.8,6,6,6,4,3,5,15,4,6,4,6,2,4,2,497.938,.5566667,5.75,6,5,6,6,3,4,6,6,5.33333333333333,11/29/2011,10.1.53.64,5,15,10,5,4,0,6,7,4,4,5.25,0,0,69.171.166.2,1,0,0,7,4,1,3,Windows NT 6.1,-.368775845333334,5.83333333333333,6,6,6,4,6,7,5.5,7,7,7,7,R_cwExEJVpK2fKmhK,7,7,7,7,7,1192x670,1.25,2,1,1,1,0,11/29/2011,410,0:33:23,4.8,2,6,6,6,4,"Digital books are fine, however I prefer to hold and read a real book","Australia is on my ""bucket list""!", ,20.231, ,518.166, ,518.169,5.5,7,6,4,5,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MDDC; .NET4.0C; BRI/1; BRI/2; BOIE9;ENUSMSCOM),6.66666666666667,6,7,7,1961,0,2,1,2,1,2,1,2,1
5,5,5,5,6.33333333333333,6,6,7,6,6,7,63,5.83333333333333,6,6,6,4,6,7,7,7,7,7,7, ,0,0, ,2, ,4,4,4,4,4,4,2,4,5,5,7,5,3,5,5,5.83333333333333,5,5,6,6,6,7,32.964,.18277778,5,5,5,5,5,3,1,1,1,1,11/30/2011, ,0,6,2,5,6,1,3,3,3,4,3.25,0,0,50.48.60.29, ,0,0,1,1,1,1, ,-.396553623111111,5.5,5,5,6,6,5,6,1,6,6,6,6,R_1AZArrBsUFcp6ZK,7,7,7,7,7, ,3.5,4,4,2,4,1,11/30/2011,159,0:10:57,4.8,5,5,5,5,4,"It's good, but I find it hard to read for a long time on the computer,,,,I would rather curl up on the couch and read", ,1.606, ,34.568, ,34.57, ,6,6,6,6,6, ,6.33333333333333,7,6,6,1948,0,1,1,2,2,1,1,2,2
2.66666666666667,2,2,4,2.66666666666667,3,2,2,2,3,4,52,3.16666666666667,3,3,4,2,5,2,3,3,4,3,2,Firefox,0,0,7.0.1,2, ,2,1,5,2,2,3,2,2.4,6,5,6,3,6,5.2,8,3.83333333333333,3,4,5,5,4,2,52.635,.3888889,6.25,6,7,6,6,3,7,7,7,7,11/29/2011,11.1.102,26,40,30,6,5,1,2,5,5,4,4,1,1,67.247.143.192,1,0,0,2,3,1,0,WOW64,-.840998067555556,3.5,4,2,2,4,5,4,2.5,6,6,6,6,R_bfkkXz6dqY5DLLK,7,7,6,7,6.75,1440x900,4.25,5,5,5,2,0,11/29/2011,120,0:23:19,5.8,5,6,6,6,6,It was difficult to read many parts because of grammatical errors and my unfamiliarity with some of the words used., ,200.196, ,252.827, ,252.831, ,5.5,6,6,5,5,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:7.0.1) Gecko/20100101 Firefox/7.0.1,4.66666666666667,5,5,4,1959,0,1,1,2,2,1,1,2,2
2,2,2,2,2,2,2,2,2,2,2,37,2.33333333333333,3,3,3,1,2,2,1.75,1,2,2,2,MSIE,0,0,8, ,2,3,3,3,2,3,3, ,2.8,3,4,4,4,4,3.8,0,4.16666666666667,4,4,5,4,4,4,63.202,.1586111,3,2,4,3,3,4,4,4,4,4,11/29/2011,10.3.181.26,0,10,15,4,3,0,4,4,2,3,3.25,0,0,198.7.132.21,1,0,0,1,3,1,3,Windows NT 5.1,-1.59099806755556,2,2,2,1,3,3,1,2,4.33333333333333,3,5,5,R_6Dypc5OyKH9OSkk,7,7,7,7,7,1024x768,3.25,4,3,4,2,0,11/29/2011,419,0:09:30,3.4,2,4,4,4,3,dont' like digital books,no, ,3.828, ,67.03, ,67.03,3,3,3,3,3,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1; .NET CLR 3.0.04506.30; .NET CLR 3.0.04506.648; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; yie8),3.66666666666667,4,4,3,1974,0,1,1,2,2,1,1,2,2
3,1,4,4,1.66666666666667,2,1,1,1,1,4,61,3,4,1,4,4,4,1,4,4,4,4,4,MSIE,0,0,9,2, ,4,4,4,1,4,4,2,3.4,7,7,7,5,5,6.2,3,5,4,4,7,4,4,7,68.321,.31555554,4,6,2,4,4,3,1,7,7,5,11/28/2011,11.1.102.55,0,8,12,1,4,1,4,5,1,4,3.5,0,0,173.244.104.98,1,0,0,4,4,1,0,Windows NT 6.0,-.313220289777778,3.33333333333333,4,3,4,4,4,1,4,7,7,7,7,R_0356R42XCSpMrli,7,7,7,7,7,1680x1050,3.75,4,4,6,1,0,11/28/2011,4,0:18:56,4.6,5,5,5,4,4,I prefer the smell and feel of a REAL book.  Digital ones are just another example of excess technology.,There were several spots where the same question was being asked in different wording.  I find this extremely unecesary and irritating,9.319, ,77.638, ,77.64, ,5.5,7,7,7,1,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.21022; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C),4,4,4,4,1950,0,1,1,2,2,1,1,2,2
2,1,1,4,1,1,1,1,1,1,1,50,4,4,4,5,4,3,4,3.25,2,4,3,4,MSIE,0,0,8, ,2,1,1,4,1,4,1, ,2.2,4,4,6,4,4,4.4,16,3.33333333333333,2,4,4,4,4,2,89.845,.22833334,3.75,4,3,4,4,3,3,4,3,3.33333333333333,11/29/2011,11.1.102.55,0,10,5,5,3,0,5,5,4,4,4.5,0,0,107.2.148.165,1,0,0,1,1,1,10,Windows NT 6.1,-2.72988695644444,2.5,4,1,1,4,4,1,1,5,5,5,5,R_4GfHsxnLtd6nxHK,7,7,7,7,7,1600x900,3.75,5,5,4,1,1,11/29/2011,440,0:13:42,2.4,2,2,2,2,4,I didn't care for the book but I wasnt interested in the content.  Perhaps had I been reading something interesting to myself I might have enjoyed it better.,no, ,5.456, ,95.296, ,95.301,3.75,4,4,3,4,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.2; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; HPDTDF; BRI/1; BRI/2),4,4,4,4,1961,0,1,1,2,2,1,1,2,2
2,1,1,4,4.83333333333333,6,4,5,5,5,4,49,4,3,3,4,4,6,4,4.5,4,5,5,4,MSIE,0,0,8, ,2,4,4,4,3,4,4, ,3.8,5,5,4,4,4,4.4,28,4.83333333333333,5,5,6,4,4,5,93.312,.24305555,4.5,3,5,5,5,4,2,5,5,4,11/28/2011,10.3.183.7,2,14,10,3,3,0,1,7,4,3,3.75,0,0,66.190.56.15,1,0,0,2,2,1,5,Windows NT 5.1,-.924331400888889,4.5,4,3,4,5,6,5,2,5,5,5,5,R_1EY8kU8YrhH3AJS,7,7,7,7,7,800x600,3.5,4,4,4,2,1,11/28/2011,348,0:14:35,3.8,4,5,4,3,3,not very impressed,no, ,5.141, ,98.453, ,98.453,6,6,6,6,6,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; InfoPath.3),7,7,7,7,1962,0,1,1,2,2,1,1,2,2
